    PID    PPID COMMAND
1179206       2 [kworker/125:1-mm_percpu_wq]
1179236       2 [kworker/172:1]
1186083       2 [kworker/45:2-events]
1190817       2 [kworker/74:2-events]
1194095       2 [kworker/53:0-events]
1194364       2 [kworker/141:1-events]
1196074       2 [kworker/61:2-mm_percpu_wq]
1205099       2 [kworker/27:2-mm_percpu_wq]
1212347       2 [kworker/0:0-cgroup_destroy]
1221188       2 [kworker/177:0-mm_percpu_wq]
1226066       2 [kworker/159:2-mm_percpu_wq]
1229188       2 [kworker/74:0]
1230549       2 [kworker/101:1-mm_percpu_wq]
1233147       2 [kworker/83:2-events]
1233816       2 [kworker/42:1-cgroup_destroy]
1234392       2 [kworker/36:1-mm_percpu_wq]
1238099       2 [kworker/88:1-mm_percpu_wq]
1247294       2 [kworker/80:0-events]
1254285       2 [kworker/59:0]
1270956       2 [kworker/76:0-events]
1271332       2 [kworker/86:0]
1277719       2 [kworker/108:2-cgroup_destroy]
1279999       2 [kworker/136:1]
1282778       2 [kworker/160:2]
1282884       2 [kworker/162:0]
1283199       2 [kworker/116:1]
1284694       2 [kworker/114:0-mm_percpu_wq]
1289739       2 [kworker/124:1-cgroup_destroy]
1290348       2 [kworker/127:1]
1290495       2 [kworker/126:1]
1292476       2 [kworker/144:1]
1294490       2 [kworker/112:0]
1298528       2 [kworker/166:2-mm_percpu_wq]
1300243       2 [kworker/128:1]
1304345       2 [kworker/60:0-mm_percpu_wq]
1306893       2 [kworker/29:0]
1307370       2 [kworker/73:0]
1308476       2 [kworker/22:2-events]
1308489       2 [kworker/30:2-events]
1309604       2 [kworker/79:1-cgroup_destroy]
1314283       2 [kworker/170:2-events]
1315291       2 [kworker/35:1]
1316801       2 [kworker/37:2]
1319100       2 [kworker/77:2]
1325437       2 [kworker/19:1-events]
1329086       2 [kworker/45:0-mm_percpu_wq]
1330304       2 [kworker/43:1]
1331942       2 [kworker/56:2]
1333582       2 [kworker/102:1]
1335996       2 [kworker/21:2-events]
1336211       2 [kworker/48:1-events]
1339379       2 [kworker/156:2]
1341342       2 [kworker/12:2-events]
1351765       2 [kworker/76:2-events]
1353747       2 [kworker/38:1-cgroup_destroy]
1359389       2 [kworker/34:2-mm_percpu_wq]
1359462       2 [kworker/52:0-events]
1362178       2 [kworker/178:0]
1364247       2 [kworker/119:12-mm_percpu_wq]
1369964       2 [kworker/u360:1-mlx5_cmd_0000:00:02.0]
1372793       2 [kworker/87:1-cgroup_destroy]
1375405       2 [kworker/73:1-mm_percpu_wq]
1377386       2 [kworker/7:2-mm_percpu_wq]
1377697       2 [kworker/33:1]
1378015       2 [kworker/31:1-events]
1382632       2 [kworker/6:2-xfs-sync/nvme2n1]
1389220       2 [kworker/17:0-cgroup_destroy]
1389383       2 [kworker/16:0-events]
1394791       2 [kworker/24:3-mm_percpu_wq]
1395251       2 [kworker/149:2-mm_percpu_wq]
1397768       2 [kworker/62:2]
1401116       2 [kworker/120:2]
1404522       2 [kworker/14:2-events]
1404562       2 [kworker/29:1-mm_percpu_wq]
1412859       2 [kworker/20:0-mm_percpu_wq]
1413595       2 [kworker/50:1-cgroup_destroy]
1414921       2 [kworker/44:2-mm_percpu_wq]
1424996       2 [kworker/3:1-events]
1428908       2 [kworker/60:1]
1429159       2 [kworker/87:4-cgroup_destroy]
1429351       2 [kworker/21:0]
1439839       2 [kworker/84:1]
1441532       2 [kworker/100:1-mm_percpu_wq]
1442160       2 [kworker/1:1-cgroup_destroy]
1442871       2 [kworker/0:1-mm_percpu_wq]
1447027       2 [kworker/u362:2-events_unbound]
1447028       2 [kworker/88:2-cgroup_destroy]
1450066       2 [kworker/6:0-events]
1453659       2 [kworker/13:0-cgroup_destroy]
1454140       2 [kworker/104:0]
1454243       2 [kworker/78:2]
1455649       2 [kworker/80:1]
1456094       2 [kworker/u364:0-ib-comp-unb-wq]
1456127       2 [kworker/68:2]
1456293       2 [kworker/92:0-mm_percpu_wq]
1457857       2 [kworker/106:0-mm_percpu_wq]
1462003       2 [kworker/24:1-mm_percpu_wq]
1468395       2 [kworker/46:0-cgroup_destroy]
1469769       2 [kworker/44:1-events]
1470779       2 [kworker/u365:2-ib-comp-unb-wq]
1477851       2 [kworker/34:1-cgroup_destroy]
1478201       2 [kworker/110:2-cgroup_destroy]
1478313       2 [kworker/8:2]
1479106       2 [kworker/54:2-events]
1479445       2 [kworker/132:2]
1483058       2 [kworker/10:2-cgroup_destroy]
1486338       2 [kworker/2:2-mm_percpu_wq]
1490048       2 [kworker/u362:0-events_unbound]
1490049       2 [kworker/122:2-cgroup_destroy]
1490299       2 [kworker/19:0-cgroup_destroy]
1490407       2 [kworker/72:2]
1490486       2 [kworker/118:0]
1491641       2 [kworker/u361:2-xfs-cil/nvme2n1]
1491645       2 [kworker/22:0-events]
1493489       2 [kworker/28:1-cgroup_destroy]
1493751       2 [kworker/30:0-cgroup_destroy]
1495000       2 [kworker/32:1-cgroup_destroy]
1495570       2 [kworker/27:1-mm_percpu_wq]
1499943       2 [kworker/u364:2-ib-comp-unb-wq]
1500019       2 [kworker/40:2-cgroup_destroy]
1500211       2 [kworker/4:0]
1505166       2 [kworker/39:1]
1505753       2 [kworker/1:2-events]
1506589       2 [kworker/3:2-cgroup_destroy]
1507596       2 [kworker/58:0-events]
1507919       2 [kworker/36:0-cgroup_destroy]
1507992       2 [kworker/26:2-cgroup_destroy]
1512088       2 [kworker/u361:4-events_unbound]
1513682       2 [kworker/16:2-cgroup_destroy]
1513971       2 [kworker/u365:1-ib-comp-unb-wq]
1515773       2 [kworker/11:2]
1516072       2 [kworker/u360:3-mlx5_cmd_0000:00:04.0]
1516552       2 [kworker/u362:3]
1519655       2 [kworker/25:2]
1521321       2 [kworker/5:1-events]
1522123       2 [kworker/9:0]
1522703       2 [kworker/15:2]
1523784       2 [kworker/10:1-cgroup_destroy]
1524775       2 [kworker/14:1]
1526969       2 [kworker/18:2]
1527612       2 [kworker/12:0-events]
1529949       2 [kworker/179:2-mm_percpu_wq]
1531161       2 [kworker/13:1-mm_percpu_wq]
1531281       2 [kworker/23:1-cgroup_destroy]
1531561       2 [kworker/20:1]
1531663       2 [kworker/28:2-mm_percpu_wq]
1536190       2 [kworker/17:2-cgroup_destroy]
1536969       2 [kworker/7:0]
1537754       2 [kworker/48:0]
1538707       2 [kworker/30:1-cgroup_destroy]
1539365       2 [kworker/33:0]
1539934       2 [kworker/31:0]
1542359       2 [kworker/u364:1-ib-comp-unb-wq]
1542629       2 [kworker/94:0-mm_percpu_wq]
1544895       2 [kworker/22:1-mm_percpu_wq]
1548003       2 [kworker/1:0-mm_percpu_wq]
1548478       2 [kworker/u361:0-flush-259:0]
1548750       2 [kworker/32:0-events]
1548874       2 [kworker/34:0-cgroup_destroy]
1552848       2 [kworker/36:2-cgroup_destroy]
1553206       2 [kworker/6:1]
1556837       2 [kworker/u365:0-ib-comp-unb-wq]
1557555       2 [kworker/110:1]
1557661       2 [kworker/44:0]
1558969       2 [kworker/41:1]
1559337       2 [kworker/40:1-mm_percpu_wq]
1560059       2 [kworker/38:0-mm_percpu_wq]
1560869       2 [kworker/u360:0-mlx5_cmd_0000:6b:01.0]
1560883       2 [kworker/u362:1]
1560888       2 [kworker/46:1-mm_percpu_wq]
1561117       2 [kworker/26:0]
1564221       2 [kworker/42:0-cgroup_destroy]
1565098       2 [kworker/12:1]
1565220       2 [kworker/24:0]
1565572       2 [kworker/25:0]
1566689       2 [kworker/62:1]
1567467       2 [kworker/58:2-mm_percpu_wq]
1567784       2 [kworker/50:2-cgroup_destroy]
1567936       2 [kworker/52:1-mm_percpu_wq]
1568580       2 [kworker/69:1]
1569456       2 [kworker/11:1]
1569835       2 [kworker/122:0]
1571110    6213 sshd: root@notty
1571118 1571110 bash -c set -euo pipefail cd /root/arle-decode-hidden-scratch OUT=docs/trace-artifacts/2026-05-15-dsv4-deepep/nsys-single-decode-token-uninit rm -rf "$OUT" mkdir -p "$OUT" PORT=18171 cat > "$OUT/request_once.py" <<PY import http.client, json, sys, time port=int(sys.argv[1]); label=sys.argv[2]; max_tokens=int(sys.argv[3]) prompt="用两个字形容彩虹。" payload=json.dumps({"model":"DeepSeek-V4-Flash","messages":[{"role":"user","content":prompt}],"max_tokens":max_tokens,"temperature":0,"stream":True,"stream_options":{"include_usage":True}}, ensure_ascii=False).encode() conn=http.client.HTTPConnection("127.0.0.1", port, timeout=1200) start=time.time(); first=None; out=[]; usage=None; status=None conn.request("POST","/v1/chat/completions",body=payload,headers={"Content-Type":"application/json"}) resp=conn.getresponse(); status=resp.status while True:     line=resp.readline()     if not line: break     text=line.decode("utf-8","replace").strip()     if not text or text.startswith(":") or not text.startswith("data: "): continue     data=text[6:]     if data=="[DONE]": break     chunk=json.loads(data)     if chunk.get("usage"): usage=chunk["usage"]     for choice in chunk.get("choices",[]):         content=(choice.get("delta") or {}).get("content") or ""         if content:             if first is None: first=time.time()             out.append(content) conn.close() print(json.dumps({"label":label,"status":status,"max_tokens":max_tokens,"elapsed_s":time.time()-start,"ttft_s":None if first is None else first-start,"output":"".join(out),"usage":usage}, ensure_ascii=False, indent=2)) PY cat > "$OUT/command.txt" <<CMD CUDA_VISIBLE_DEVICES=0,1,2,3,4,5,6,7 INFER_CUDA_DEVICES=0,1,2,3,4,5,6,7 ARLE_DSV4_MOE_BACKEND=deepep ARLE_DSV4_INCREMENTAL_KV=1 ARLE_CUDA_DISABLE_MARLIN_W4_FP8=1 LD_LIBRARY_PATH=/tmp/arle-nccl-227-lib:/usr/local/cuda-12.2/lib64 nsys profile --output /root/arle-decode-hidden-scratch/$OUT/trace --force-overwrite=true --trace cuda,nvtx,osrt --capture-range=cudaProfilerApi --capture-range-end=stop --export=sqlite --kill=none /root/arle/target/release/infer --model-path /root/DeepSeek-V4-Flash --port $PORT --num-slots 1 --max-seq-len 4096 --mem-fraction-static 0.10 --kv-cache-dtype fp8 --deepseek-distributed-layers 43 CMD CUDA_VISIBLE_DEVICES=0,1,2,3,4,5,6,7 \ INFER_CUDA_DEVICES=0,1,2,3,4,5,6,7 \ ARLE_DSV4_MOE_BACKEND=deepep \ ARLE_DSV4_INCREMENTAL_KV=1 \ ARLE_CUDA_DISABLE_MARLIN_W4_FP8=1 \ LD_LIBRARY_PATH=/tmp/arle-nccl-227-lib:/usr/local/cuda-12.2/lib64 \ nsys profile --output "$OUT/trace" --force-overwrite=true --trace cuda,nvtx,osrt --capture-range=cudaProfilerApi --capture-range-end=stop --export=sqlite --kill=none \   /root/arle/target/release/infer \     --model-path /root/DeepSeek-V4-Flash \     --port "$PORT" \     --num-slots 1 \     --max-seq-len 4096 \     --mem-fraction-static 0.10 \     --kv-cache-dtype fp8 \     --deepseek-distributed-layers 43 \     > "$OUT/server.log" 2>&1 & nsys_pid=$! find_server_pid() {   PORT="$PORT" python3 - <<PY import os, subprocess port=os.environ["PORT"] for line in subprocess.check_output(["ps","-eo","pid=,ppid=,args="], text=True).splitlines():     if "/root/arle/target/release/infer" in line and f"--port {port}" in line and "nsys profile" not in line and "nsys-launcher" not in line:         print(line.split(None,2)[0]); break PY } server_pid="" for i in $(seq 1 240); do   server_pid=$(find_server_pid || true)   if [ -n "$server_pid" ] && python3 - "$PORT" <<PY >/dev/null 2>&1 import http.client, sys conn=http.client.HTTPConnection("127.0.0.1", int(sys.argv[1]), timeout=1) conn.request("GET", "/v1/models") resp=conn.getresponse() sys.exit(0 if resp.status == 200 else 1) PY   then break; fi   sleep 1   if ! kill -0 "$nsys_pid" 2>/dev/null; then echo "nsys exited early" >&2; tail -200 "$OUT/server.log" >&2 || true; exit 1; fi   if [ "$i" = 240 ]; then echo "server not ready" >&2; tail -200 "$OUT/server.log" >&2 || true; exit 1; fi done python3 "$OUT/request_once.py" "$PORT" warmup 2 > "$OUT/warmup.json" kill -USR1 "$server_pid" sleep 1 python3 "$OUT/request_once.py" "$PORT" profile-request 2 > "$OUT/profile-request.json" sleep 1 kill -USR2 "$server_pid" sleep 2 kill "$server_pid" 2>/dev/null || true wait "$nsys_pid" || true nsys stats --report cuda_gpu_kern_sum "$OUT/trace.nsys-rep" > "$OUT/cuda_gpu_kern_sum.txt" 2>&1 || true nsys stats --report cuda_api_sum "$OUT/trace.nsys-rep" > "$OUT/cuda_api_sum.txt" 2>&1 || true ps -eo pid,ppid,args > "$OUT/processes.txt" gzip -f "$OUT/server.log" python3 - <<PY import json, pathlib out=pathlib.Path("$OUT") print((out/"profile-request.json").read_text()) PY
1571824       2 [kworker/19:2-mm_percpu_wq]
1572022       2 [kworker/29:2-events]
1572159       2 [kworker/18:1]
1572787       2 [kworker/3:0]
1572842       2 [kworker/16:1-events]
1573298       2 [kworker/88:0-cgroup_destroy]
1573404       2 [kworker/79:0-cgroup_destroy]
1574256   45029 mlxconfig -e q MIN_TIME_BETWEEN_CNPS_P1 ROCE_CC_SHAPER_COALESCE_P1 ROCE_RTT_RESP_DSCP_P1
1575096       2 [kworker/35:0]
1575131    5207 /lib/systemd/systemd-udevd
1575132    5207 /lib/systemd/systemd-udevd
1575135    6213 sshd: root
1575137    6213 sshd: root
1575179 1571118 ps -eo pid,ppid,args
1581384       2 [kworker/165:2-mm_percpu_wq]
1590965       2 [kworker/121:1]
1606220       2 [kworker/99:0-events]
1616586       2 [kworker/71:1-cgroup_destroy]
1644658       2 [kworker/157:2-mm_percpu_wq]
1661467       2 [kworker/97:1-mm_percpu_wq]
1684015       2 [kworker/146:2-events]
1712692       1 tmux
1712693 1712692 -bash
1794007       2 [kworker/89:1-mm_percpu_wq]
1924135       2 [kworker/47:3-mm_percpu_wq]
1957349       2 [kworker/132:0-mm_percpu_wq]
2173133       2 [kworker/155:2]
2176638       2 [kworker/163:1]
2195561       2 [kworker/110:0-mm_percpu_wq]
2218844       2 [kworker/83:1]
2226438       2 [kworker/116:2-events]
2245868       2 [kworker/147:0-mm_percpu_wq]
2247198       2 [kworker/153:2]
2248204       2 [kworker/151:0]
2248399       2 [kworker/138:2-events]
2307568       2 [kworker/35:2-mm_percpu_wq]
2403387       2 [kworker/101:2-events]
2415911       2 [kworker/166:1-events]
2462776       2 [kworker/149:0-cgroup_destroy]
2464274       2 [kworker/165:1]
2481724       2 [kworker/143:2]
2483835       2 [kworker/173:2-mm_percpu_wq]
2494726       2 [kworker/139:0]
2495934       2 [kworker/155:1-mm_percpu_wq]
2525827       2 [kworker/91:1-events]
2528064       2 [kworker/113:1]
2566705       2 [kworker/112:2-events]
2587322       2 [kworker/103:2-events]
2639352       2 [kworker/89:2]
2669364       2 [kworker/153:1-events]
2671311       2 [kworker/91:0-events]
2712370       1 /etc/elkeid/elkeid-agent
2717976 2712370 /etc/elkeid/plugin/collector/collector
2718471 2712370 /etc/elkeid/plugin/scanner/scanner
2719270 2712370 /etc/elkeid/plugin/driver/driver
2719359       2 [elkeid - antiro]
2719391       2 [elkeid - dput]
2719530 2712370 /etc/elkeid/plugin/journal_watcher/journal_watcher
2719534 2719530 /usr/bin/dmesg -kw
2719538 2719530 journalctl -f _COMM=sshd -o json
2729676       2 [kworker/81:0-events]
2774537       2 [kworker/171:0-cgroup_destroy]
2781764       2 [kworker/100:0-cgroup_destroy]
2781969       2 [kworker/175:0-events]
2813593       2 [kworker/107:2-mm_percpu_wq]
2819412       2 [kworker/107:1]
2833258       2 [kworker/152:1-events]
2862265       2 [kworker/133:2-rcu_gp]
2892352       2 [kworker/159:1]
2987437       2 [xfsalloc]
2987439       2 [xfs_mru_cache]
2987445       2 [xfs-buf/nvme0n1]
2987446       2 [xfs-conv/nvme0n]
2987447       2 [xfs-cil/nvme0n1]
2987448       2 [xfs-reclaim/nvm]
2987449       2 [xfs-eofblocks/n]
2987450       2 [xfs-log/nvme0n1]
2987451       2 [xfsaild/nvme0n1]
2987456       2 [xfs-buf/nvme1n1]
2987457       2 [xfs-conv/nvme1n]
2987458       2 [xfs-cil/nvme1n1]
2987459       2 [xfs-reclaim/nvm]
2987460       2 [xfs-eofblocks/n]
2987461       2 [xfs-log/nvme1n1]
2987462       2 [xfsaild/nvme1n1]
2987467       2 [xfs-buf/nvme2n1]
2987468       2 [xfs-conv/nvme2n]
2987469       2 [xfs-cil/nvme2n1]
2987470       2 [xfs-reclaim/nvm]
2987471       2 [xfs-eofblocks/n]
2987472       2 [xfs-log/nvme2n1]
2987473       2 [xfsaild/nvme2n1]
2987478       2 [xfs-buf/nvme3n1]
2987479       2 [xfs-conv/nvme3n]
2987480       2 [xfs-cil/nvme3n1]
2987481       2 [xfs-reclaim/nvm]
2987482       2 [xfs-eofblocks/n]
2987483       2 [xfs-log/nvme3n1]
2987484       2 [xfsaild/nvme3n1]
3071564       2 [kworker/131:0-events]
3111999       2 [kworker/70:1-mm_percpu_wq]
3129889       2 [kworker/168:1-mm_percpu_wq]
3136285       2 [kworker/115:2-cgroup_destroy]
3194554       2 [kworker/170:0-events]
3240360       2 [kworker/175:1-events]
3285932       2 [kworker/41:2-events]
3295277       2 [kworker/154:2-mm_percpu_wq]
3301547       2 [kworker/97:2]
3307884       2 [kworker/105:0]
3308542       2 [kworker/85:0-mm_percpu_wq]
3314125       2 [kworker/93:2-events]
3328202       2 [kworker/77:1-events]
3328692       2 [kworker/49:0-mm_percpu_wq]
3412126       2 [kworker/41:0]
3425835       2 [kworker/145:2-cgroup_pidlist_destroy]
3459862       2 [kworker/55:1]
3472177       2 [kworker/94:2-mm_percpu_wq]
3505407       1 /usr/bin/atop -a -H 100 -O unixsock -w /var/log/atop/atop_20260515 10
3507746       2 [kworker/151:1-mm_percpu_wq]
3515376       2 [kworker/95:2-mm_percpu_wq]
3518090       2 [kworker/135:1]
3519578       2 [kworker/143:1-mm_percpu_wq]
3554027       2 [kworker/123:1-events]
3568035       2 [kworker/171:2-mm_percpu_wq]
3585473       2 [kworker/86:1-mm_percpu_wq]
3638404       2 [kworker/49:2-events]
3690946       2 [kworker/99:2-mm_percpu_wq]
3706651       2 [kworker/176:1-cgroup_destroy]
3707334       2 [kworker/70:0-cgroup_destroy]
3735456       2 [kworker/105:2-mm_percpu_wq]
3790510 1712692 -bash
3799282 1712692 -bash
3825707       2 [kworker/157:0-cgroup_destroy]
3896244       2 [kworker/163:2-mm_percpu_wq]
3904736       2 [kworker/65:3-mm_percpu_wq]
3908527       2 [kworker/130:0-events]
3916240       2 [kworker/47:1-mm_percpu_wq]
3993734       2 [kworker/59:1-events]
3997682       2 [kworker/129:2-events]
4001384       2 [kworker/162:2-events]
4016312       2 [kworker/96:2-events]
4017109       2 [kworker/138:0-events]
4028056       2 [kworker/114:1-events]
4030428       2 [kworker/95:0]
4061887       2 [kworker/173:1]
4068661       2 [kworker/134:0-mm_percpu_wq]
4070124       2 [kworker/148:2]
4087692       2 [kworker/67:0-mm_percpu_wq]
4096244       2 [kworker/177:2-mm_percpu_wq]
4105332       2 [kworker/96:0-mm_percpu_wq]
4112384       2 [kworker/111:1-mm_percpu_wq]
4112540       2 [kworker/103:0-mm_percpu_wq]
4115828       2 [kworker/113:2-mm_percpu_wq]
4188266       2 [kworker/172:2-mm_percpu_wq]
4189045       2 [kworker/174:0-events]
